,website,url,headline,entities
34,NBC,https://www.nbcnews.com/health/coronavirus,Trump falsely claims coronavirus numbers are 'going down almost everywhere',"[('Trump', 'PRODUCT')]"
35,NBC,https://www.nbcnews.com/health/coronavirus,What you need to know about coronavirus home-testing kits,[]
36,NBC,https://www.nbcnews.com/health/coronavirus,"Doctors, nurses and hospital staff",[]
37,NBC,https://www.nbcnews.com/health/coronavirus,Small businesses and their employees,[]
38,NBC,https://www.nbcnews.com/health/coronavirus,Senior citizens and the elderly,[]
39,NBC,https://www.nbcnews.com/health/coronavirus,What cleaning products kill the coronavirus?,[]
40,NBC,https://www.nbcnews.com/health/coronavirus,Are at-home testing kits available?,[]
41,NBC,https://www.nbcnews.com/health/coronavirus,Can you catch COVID-19 twice? ,[]
42,NBC,https://www.nbcnews.com/health/coronavirus,"Gyms are eager to reopen, but are they safe?",[]
43,NBC,https://www.nbcnews.com/health/coronavirus,How will coronavirus change the way we fly?,[]
44,NBC,https://www.nbcnews.com/health/coronavirus,"Covid Chronicles, Vol. 6: Virus testing becomes a test of character","[('Covid Chronicles', 'PERSON'), ('Vol', 'GPE'), ('6', 'CARDINAL'), ('Virus', 'ORG')]"
45,NBC,https://www.nbcnews.com/health/coronavirus,It's been months since the first U.S. coronavirus death. Here's a look at some of the lives lost.,"[('months', 'DATE'), ('first', 'ORDINAL'), ('U.S.', 'GPE')]"
46,NBC,https://www.nbcnews.com/health/coronavirus,"Affairs, hoarders and hope: Read anonymous confessions in the time of the coronavirus",[]
47,NBC,https://www.nbcnews.com/health/coronavirus,Millions are now out of work. Many wonder if there will be a job to go back to.,"[('Millions', 'CARDINAL')]"
48,NBC,https://www.nbcnews.com/health/coronavirus,MSNBC Special Report: Testing and the Road to Reopening,"[('MSNBC', 'ORG')]"
49,NBC,https://www.nbcnews.com/health/coronavirus,'Into The Red Zone': An NBC News NOW documentary ,"[(""The Red Zone'"", 'ORG'), ('NBC News', 'ORG')]"
50,NBC,https://www.nbcnews.com/health/coronavirus,These stunning images show life—even amid the pandemic. The sprawling exhibit is in the streets.,[]
51,NBC,https://www.nbcnews.com/health/coronavirus,Portrait of a neighborhood under lockdown,[]
52,NBC,https://www.nbcnews.com/health/coronavirus,Photos capture empty cities across the globe,[]
53,NBC,https://www.nbcnews.com/health/coronavirus,New Yorkers are giving nightly ovations to health workers. These are their portraits,"[('New Yorkers', 'NORP')]"
54,NBC,https://www.nbcnews.com/health/coronavirus,In case you missed it,[]
55,NBC,https://www.nbcnews.com/health/coronavirus,These states have the most coronavirus cases. See the day-by-day breakdown.,[]
56,NBC,https://www.nbcnews.com/health/coronavirus,CDC: Avoid masks with valves to stop the spread of the coronavirus,"[('CDC', 'ORG')]"
57,NBC,https://www.nbcnews.com/health/coronavirus,"AMC to open 100 theaters next week, majority of locations in early September","[('AMC', 'ORG'), ('100', 'CARDINAL'), ('next week', 'DATE'), ('early September', 'DATE')]"
58,NBC,https://www.nbcnews.com/health/coronavirus,Kentucky governor pleads with schools to delay in-person instruction,"[('Kentucky', 'GPE')]"
59,NBC,https://www.nbcnews.com/health/coronavirus,Coronavirus found on imported frozen food packaging in 3 Chinese cities,"[('Coronavirus', 'ORG'), ('3', 'CARDINAL'), ('Chinese', 'NORP')]"
60,NBC,https://www.nbcnews.com/health/coronavirus,"Florida sheriff orders deputies not to wear masks, bans civilians in masks from office","[('Florida', 'GPE')]"
61,NBC,https://www.nbcnews.com/health/coronavirus,Texas is 'flying blind' as schools reopen amid decline in COVID-19 testing,"[('Texas', 'GPE')]"
62,NBC,https://www.nbcnews.com/health/coronavirus,DeVos publicly absent as critical decisions are made on public school reopenings,[]
63,NBC,https://www.nbcnews.com/health/coronavirus,Video shows man's anti-mask tirade in Arizona store before he is hauled out,"[('Arizona', 'GPE')]"
64,NBC,https://www.nbcnews.com/health/coronavirus,"'No masks, no social distancing': 2 men charged after large pool party in N.J., police say","[('2', 'CARDINAL'), ('N.J.', 'GPE')]"
65,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,Latest news for health care. ,[]
66,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,Most scientists think 60% to 80% of the population needs to be vaccinated or have natural antibodies to achieve herd immunity.,"[('60% to 80%', 'PERCENT')]"
67,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,President Donald Trump on Thursday rejected former Vice President Joe Biden's call for a national mask mandate to combat the coronavirus.,"[('Donald Trump', 'PERSON'), ('Thursday', 'DATE'), ('Joe Biden', 'PERSON')]"
68,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,"""Some have called this Russian roulette,"" NIH Director Dr. Francis Collins said.","[('Russian', 'NORP'), ('NIH', 'ORG'), ('Francis Collins', 'PERSON')]"
69,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,"U.S. public health officials are beginning to see a ""disturbing"" uptick in the rate of coronavirus tests that come back positive in some regions of the nation, Fauci said.","[('U.S.', 'GPE'), ('Fauci', 'ORG')]"
70,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,"Epic has now notified staff that they can work from home until the end of 2020. Earlier this week, it said it had paused its plan requiring thousands of employees to return to offices this month.","[('the end of 2020', 'DATE'), ('Earlier this week', 'DATE'), ('thousands', 'CARDINAL'), ('this month', 'DATE')]"
71,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,WHO Director-General Tedros Adhanom Ghebreyesus said that the development of vaccines is risky and some may fail. He said spreading the investment in vaccine development among different countries shares the risk of failure and the reward of success.,"[('Adhanom Ghebreyesus', 'ORG')]"
72,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,"The coronavirus is at least as deadly as the 1918 flu pandemic and the death toll could even be worse if world leaders and public health officials fail to adequately contain it, researchers say.","[('1918', 'DATE')]"
73,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,World Health Organization officials are holding a press conference on Thursday to update the public on the coronavirus outbreak that has infected more than 20 million people across the globe.,"[('World Health Organization', 'ORG'), ('Thursday', 'DATE'), ('more than 20 million', 'CARDINAL')]"
74,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,The S&P 500 will attempt to reclaim its record high hit before the coronavirus pandemic.,[]
75,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,"Critics of Sweden's controversial coronavirus strategy have called on the country's health officials to put measures in place to prepare for, and prevent, a potential second wave of the virus in the fall.","[('Sweden', 'GPE'), ('second', 'ORDINAL'), ('the fall', 'DATE')]"
76,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,"The coronavirus has infected more than 20.7 million people around the world as of Thursday, killing at least 751,400 people. ","[('more than 20.7 million', 'CARDINAL'), ('Thursday', 'DATE'), ('at least 751,400', 'CARDINAL')]"
77,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,Kroger and CVS Health are both pitching Covid-19 testing programs to employers to help them reopen and operate safely as the pandemic continues.,"[('Kroger', 'ORG'), ('CVS Health', 'ORG')]"
78,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,Duterte had earlier this week volunteered to participate in trials for the Russian vaccine even as scientists and health experts questioned the safety and effectiveness of the drug.,"[('Duterte', 'ORG'), ('earlier this week', 'DATE'), ('Russian', 'NORP')]"
79,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,President Donald Trump said the federal government is sending 125 million reusable face masks to school districts across the United States as schools consider whether it's safe to reopen this fall amid the coronavirus pandemic.,"[('Donald Trump', 'PERSON'), ('125 million', 'CARDINAL'), ('the United States', 'GPE'), ('this fall', 'DATE')]"
80,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,Democratic vice presidential pick Sen. Kamala Harris blamed President Donald Trump for the severity of the coronavirus outbreak in the United States.,"[('Democratic', 'NORP'), ('Kamala Harris', 'PERSON'), ('Donald Trump', 'PERSON'), ('the United States', 'GPE')]"
81,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,"In Texas, new Covid-19 cases have fallen by 10% to an average of 7,381 a day from 8,203 two weeks ago, but testing is down by 53% over the same time.","[('Texas', 'GPE'), ('10%', 'PERCENT'), ('7,381', 'CARDINAL'), ('8,203', 'CARDINAL'), ('two weeks ago', 'DATE'), ('53%', 'PERCENT')]"
82,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,Louis enrolled in the Phase 3 Moderna coronavirus vaccine trial at a site in Las Vegas. Here's what it was like.,"[('Louis', 'PERSON'), ('3', 'CARDINAL'), ('Moderna', 'NORP'), ('Las Vegas', 'GPE')]"
83,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,Joe Biden's pick of Sen. Kamala Harris of California as his running mate brings him a powerful ally in the fight against the coronavirus if the Democratic slate wins the 2020 presidential election.,"[(""Joe Biden's"", 'PERSON'), ('Kamala Harris', 'PERSON'), ('California', 'GPE'), ('Democratic', 'NORP'), ('2020', 'CARDINAL')]"
84,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,"On Tuesday, Russia announced that it had registered a coronavirus vaccine, making it the first country to do so.","[('Tuesday', 'DATE'), ('Russia', 'GPE'), ('first', 'ORDINAL')]"
85,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,U.S. stock futures rose sharply on Wednesday as traders tried to recover from a tech-led pullback in the previous session.,"[('U.S.', 'GPE'), ('Wednesday', 'DATE')]"
86,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,"The coronavirus has infected more than 20.4 million people around the world as of Thursday, killing at least 745,923 people. ","[('more than 20.4 million', 'CARDINAL'), ('Thursday', 'DATE'), ('at least 745,923', 'CARDINAL')]"
87,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,"Russia has rejected international criticism and skepticism toward its coronavirus vaccine, saying that it's safe and that it works.","[('Russia', 'GPE')]"
88,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,The U.K. economy contracted by 20.4% in the second quarter of 2020 as coronavirus-induced lockdowns hammered activity.,"[('U.K.', 'GPE'), ('20.4%', 'PERCENT'), ('the second quarter of 2020', 'DATE')]"
89,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,"J. Stephen Morrison of the Center for Strategic and International Studies said Russian President Vladimir Putin is trying to score ""a domestic win"" with the planned rollout of Russia's vaccine.","[('J. Stephen Morrison', 'PERSON'), ('the Center for Strategic and International Studies', 'ORG'), ('Russian', 'NORP'), ('Vladimir Putin', 'PERSON'), ('Russia', 'GPE')]"
90,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,Moderna separately said the deal for its vaccine is worth $1.53 billion and will give the federal government the option to purchase up to 400 million additional doses.,"[('Moderna', 'GPE'), ('$1.53 billion', 'MONEY'), ('up to 400 million', 'CARDINAL')]"
91,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,"""Being a 21-year-old, I should not be spending six days in the hospital for lung complications,"" said one young vaper who survived coronavirus.","[('six days', 'DATE'), ('one', 'CARDINAL')]"
92,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,"The trial was supposed to start this year, but was delayed due to the coronavirus pandemic.","[('this year', 'DATE')]"
93,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,"Florida is one of the states hit hardest by the coronavirus, but daily new cases have appeared to decline in recent days. Testing, however, has fallen even faster.","[('Florida', 'GPE'), ('daily', 'DATE'), ('recent days', 'DATE')]"
94,CNBC,https://www.cnbc.com/id/10000108/device/rss/rss.html,Alphabet's Verily has built its own lab focused on Covid-19 testing. Verily said it can run several thousand tests per day,"[('Alphabet', 'GPE'), ('Verily', 'GPE'), ('Verily', 'PERSON'), ('several thousand', 'CARDINAL')]"
